Product,Brand,Price,Rating,Review,Votes,Review_Length,Polarity,Sentiment
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,For the price it is a good phone! The only gripe I have is it sometimes restarts after saying it ran into a problem with the system!,0.0,132,0.4375,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"I got this phone as a replacement for my iphone 5. I love apple products, but I decided to give samsung a chance. The phone has impressed me, and now I think apple is staying behind compared to the new samsung phones. The phone is fast, battery life can last all day if you're a medium user. Camera is good overall. I really don't have any complaints about this phone. I think apple (for me) is something of the past. I would highly recommend buying this phone.",0.0,461,0.20421487603305788,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"The best phone out there , it came fast works great love the phone , it was a phone for my friend and she loves that she can do what ever she wants on the phone",0.0,160,0.54,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,"The s4 active works sweet meeting most of my demands, but the only thing I don't like is the battery runs down very fast when my data is on and it's a new battery. The instructions I got with the phone said to change the battery fully before using it which I did. Some of my friends said I should of run down the battery right before recharging it , but I was just following the written instructions I got , to charge it fully after installing.",0.0,444,0.10876334776334776,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Its great... fast delivery,0.0,26,0.5,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Best phone I've ever gotten. Fast with a brilliant display, great camera, and a really long battery life. I highly recommend this to anyone looking for a new phone. I have had it a few weeks now and have no complaints. I refuse to test it in water though so I cannot speak much for its durability when faced with water. All in all, if you're looking for a phone you can easily customize to your preferred settings and something that will last, this is the way to go.",0.0,466,0.3254269972451791,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Bueno,0.0,5,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Good!,0.0,5,0.875,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Excellent,0.0,9,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,this has been one of my most valuable purchases ever on Amazon. well worth the purchase price. Been using this for 4 months and it's flawless. Used it with straight talk and ATT,1.0,177,0.5,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,excelente.,0.0,10,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,very good,0.0,9,0.9099999999999999,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,gracias,0.0,7,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Best smartphone in the market.,0.0,30,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"It works perfect, it's a wonderful smart phone, I bought it to use it in Venezuela and it's great, I haven't used it in the water yet but everything else is amazing",0.0,164,0.7228571428571429,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,2,"battery barely makes it to lunchtime when i use this for workmight be waterproof when it comes out the box, but the cover for the charging port doesn't last over timegood camera though",0.0,184,0.025,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,This is a worthy replacement for my old Galaxy Note. I don't use the S Pen and S4 active is water resistant.,0.0,108,0.10000000000000002,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,"This is a great cellphone, loaded with all sorts of features, features I will never use; it is nice to have just in case and to play a bit. Excellent product.",0.0,158,0.7999999999999999,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,I started having problems with the phone 2 weeks after I activated it ..it would shut down whenever I had 2 or more messages..now when I use it longer then 2 minutes it will shut off and won't turn back on untill its plugged in. .even though it has plenty of battery. .buying anything off this seller is like being kicked in the balls..if thats what your in to then this phone is for you,2.0,387,0.11481481481481481,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,excellent product,0.0,17,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,This phone is great!! I did not have any troubles with the service provider as it said on the description.100% recommendable!!,0.0,126,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,"This phone is a really good idea. I don't use it for underwater or anything, but have sweated through a number of phones, so wanted something for running. It works great, until it doesn't... The rear cover on my phone would ever so slightly open on occasion. If you every single time you pick up the phone remember to push this down (in addition to sealing the charging plug), then you're golden, but the problem is, as the cover randomly opens, impossible to be checking it all the time.Although the samsung water damage warranty on this is pretty bad anyway, you should really buy a version that has the warranty in case you run into trouble.Also vendor is useless in helping here.",3.0,683,-0.028637566137566125,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,excelente,0.0,9,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,GRASIAS,0.0,7,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,"This phone worked well for 4 mos then crashed several times daily thereafter. Amazon has 1mo warranty so they directed me to Samsung. Since my model was made in Vietnam, Samsung gave me Samsung in Vietnam phone number (international call charges) and offered to transfer me directly to my wireless provider :\ and of course, I ""brought my own phone"" with them. I called Amazon back and they gave me seller's, Top10 Cell, phone number. Top10 Cell said I ""needed an app"" (?). I suggested trying a new battery and Top10 Cell hung up on me and would not answer my call when I tried calling them back. Bottom line is buy a phone from origin that Samsung USA will honor warranty on if you live in the United States. There is no help here if you have a problem with the phone.",0.0,769,0.07227272727272727,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,2,Phone doesn't work properly .........,0.0,37,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Item delivered on time, was as described. the item has met my expectation.",0.0,74,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"I love my phone. Aside for the part of the Android system that I had to update myself, because it is an unlocked version, it is waterproof if you take good care of it. Got through snow, rain and oncertainly in a pool. No problem here. Of course you have to make sure the back is clean, properly locked and also the USB is clean and locked too. The rubber gets over used because you have to open it daily to charge. But nothing that bothers you or doesn't make the phone work.if you don't leave the bright setting info the battery goes away quickly. ... so I got used to change the settings every now and then.I let it fall several times and the phone never cracked the display, which is awesome.It is indeed a robust phone, a little bigger than the regular s4 or s5. But totally worthwhile for someone who doesn't lose the phone - rather, have problems with getting it wet eventually and letting it fall more than most people.By the way the display is huge and all my iPhone friends envy how many people can fit in a selfie :)",0.0,1026,0.28170289855072467,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Excelente!!,0.0,11,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,Junk I have nothing but problems with this phone it randomly shuts off the screen flickers and it gets extremely hot the battery also never holds a charge I've owned $20 phones that are alot better than this one,0.0,211,0.08333333333333333,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,I RECEIVED A HUAWEY Y300 ASCEND,0.0,31,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,2,LOVE Amazon's guarantee.... This phone Does NOT work Well in MY Area for ATT... does not get proper cell towers or connection for internet....phone itself is easy to figure out..just does not work in my area...even tho I was told it would work for att,0.0,251,0.3111111111111111,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,bought this phone three months ago and it worked great but then about two weeks ago the battery started losing charge incredibly fast and getting hot during normal use.end result was a swollen battery and a dead phone. now i have to look for a replacement battery.,0.0,264,0.24,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,"no like this product, baterry duration is fatal",0.0,47,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Good deal, very satisfied, thank you",0.0,36,0.675,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,as promissed,0.0,12,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,perfect,0.0,7,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,excelente,0.0,9,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,Nice while it lasted but after a few months the sound went out for no reason and because I was made overseas no one in the US could service it so I lost a lot of money on this one.,0.0,180,0.26666666666666666,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"very good, Thanks",0.0,17,0.5549999999999999,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,GREAT PHONE BAD SELLER,0.0,22,0.0500000000000001,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,its not an original.,0.0,20,0.375,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,2,"Bought this hone in May 2014 and by November the phone began performing slowly, And my drives weren't even full. And forget the underwater feature, Used it underwater, (Less than a foot of water) and had to buy a new phone! The phone was a goner!",0.0,246,0.024100378787878768,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,exelent,0.0,7,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,"My battery was running low & not charging fully. Bought 2new batteries but same problem , no matter charging duration",0.0,117,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,"we bought this because it was promised to Shockproof and water fall, the first fall was broke ,I do not recommend this, it is misleading advertising.",0.0,149,0.25,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,"Before and after I bought this cellular phone I asked the seller (FGS Trading) several times about real compatibility of the 4G bands. They give information that at the end of the day, was not true. Testing the phone with some operators outside USA I realized it did not work as expected and was far from being ""an international versión"".In fact, this is a common limited 4g device that only cover some bands in some part of the european continent. Do you believe can ask for a change or reimbursment? Simply forget it. Seller will give you a cold answer because time has passed and even though they took weeks answering with incomplete information, the 30-days period of changes is over.Now I have a beutiful piece of technology that can't be used in the way that 600 dolars make you to dream on.So, are you looking for a real international version? Forget this one but especialy, don't trust FGS Trading provider.",2.0,915,-0.06760204081632652,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"It does everything I NEED IT to do, perform like I NEED IT to, and stores what I NEED IT to.....",0.0,96,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Until today I can say that this is the best Phone I ever had before I got everything with me, my business and freinds always in my company everywhere,finally this phone is my second Wife",0.0,186,0.5,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,"I had this phone and it's awesome. But I have to say one thing, if you are using it in the USA on AT&T you will not get LTE service. You will get HSP+ which is about 3g service.. You will have to play with the settings to get this.",0.0,231,1.0,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"This is an awesome phone. Came the very next day after I ordered it which was great as I live in The Bahamas. It was brand new and in its original packaging. Even came with a warranty. Also included were the charger, earplugs and the instruction manual. I just put the battery in and turned it on. It does need a micro sim card, the ordinary ones will not work. Colours on screen are great and it takes great pictures too. Definitely a great buy from this seller!!!",0.0,465,0.4797727272727273,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,Three months after I put this phone into service it stops connecting to the data network. AT&T couldn't figure out the problem and neither could Samsung Chat line. Now its a dumb phone. Still under warranty but Samsung USA doesn't support it because it's an international phone made in Vietnam. The support number for Vietnam does not have enough digits to work. Good luck getting that serviced. I'd give it no stars if that were an option,2.0,439,0.08124999999999999,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,Purchased it 5 months ago. No problems to date.,0.0,47,0.0,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"love every inch of this phone despite the battery life being s***. however my life is now surrounded by chargers, car chargers and mobile power banks so I make do. yet to test the underwater features, too scared atm.",0.0,216,0.5,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,This phone is just magnificent! Works like a charm...but gets a bit hot when in use. Probably because of the rubbery material on the back panel which makes this phone water resistant the phone retains heat more than a non water resistant phone.,1.0,244,0.4375,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"really great cell phone, its super fast and i love all the cool things you can do with it with all those sensors it has. i have do water test taking precautions, and it goes well i have took fish photos and everything goes well, i really love this phone",0.0,253,0.4472222222222222,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"I don't want to write review since it's all available around the web just type in google s4 active reviewI bought this phone just because my friend bought oneI already Own Sony Zin compare to Sony Z / S4-Colors and brightness ( S4 win )-Hand comfort ( S4 win )-Signal level ( S4 win )-Camera ( S4 win )-Resist to drops and scratch ( S4 win )-Games and touch Screen ( Sony Z win )-Call quality ( Sony Z win )-Battery ( Sony Z win )-Charge from 0-full ( Sony Z win )that's the major points that's can tellif you want look and Iphone style look or something to show up go for Sony ZIf you want resist, you don't care for look and you move too much go for S4I own both though but I like the S4 more",5.0,694,0.5893229166666666,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,"Hi, I just ordered the Samsung Galaxy S4 active from mercate group. I absolutely love the phone but do have one major issue. Every time I make a call without using the loud speakers or the headset, there is a very annoying echo which the other party can constantly hear in the background of the conversation. I tried to call different numbers, restarted the phone and checked for updates. Nothing helps. I literally just got the phone a couple of days ago. Does anyone else have the same problems? How can I return the phone and get a replacement?Thanks!",1.0,554,-0.06620370370370371,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"It's everything that has been told about it…. I'm very pleased…. The only thing I won't try is the water thing, come on, it's not necessary to try just for fun… hahaha",0.0,167,0.1,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Phone was recieved in excellent condition. Very well packaged and on time. The phone itself is not waterproof however and amazon did comply and allowed me to return it with a 20% restocking fee. The seller themselves deliver the product. Samsung advertises this phone incorrectly, if water spills on it, it will survive...dont go diving with it ... it's an excellent,original phone (if used normally)",,400,0.44999999999999996,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"I love the iphone's reliability after years but hate their proprietary restrictiveness, and of course that stupid iTunes. I love the Android's versatility but they all go buggy and unreliable after 6 months or so. I almost bought the iPhone 5 over the Galaxy S4, just tired of my old unreliable android that kept freezing at the worst times. Then I saw this ""Active"" version that is waterproof and Dust proof. I was sold.Could not have made a better choice! It's also slick and better looking than the regular Galaxy S4.The keyboard is actually great, I thought I would have issues typing, but it works perfectly, and I like how aggressive it is at correcting--Only problem is, you can't edit the dictionary to add words...which makes it useless. I can't write s*** or a*s and not even OMG or IDK. So I downloaded the Google Keyboard for it, and it's perfect.It didn't seem to come with much bloatware, and it's the smoothest running phone I've ever had (I've had plenty).I am infatuated with it.",12.0,996,0.008333333333333344,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,"I ordered the INTERNATIONAL factory unlocked Galaxy S4 i9295, I received an AT&T version, yes it was unlocked, but now I have all the AT&T apps, that I can't delete, nor use since I'm not an AT&T customer. Phone is working, however it loses it's ability to sync my email password when not on WiFi, and therefore can't sync my emails with the phone (this is really bad, and extremely annoying!).",6.0,394,-0.49999999999999994,Negative
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,"Its a great phone. Its waterproof capabilities and sturdy frame make it ideal for my line of work,(stevedore). I get very sweaty and the phone gets banged up chilling in my pocket. But no worries with addition of an iblason protective case I'm confident it will stay safe. A big upgrade from the s3",2.0,298,0.3428571428571429,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,1,Once you order from this guys and give your credit card inf they will take the funds right away and once you received the product if by any chance there is any issue with the product you won't get your money back and you stock with product even it's no good condition or any how . They took $135 from me for some kind policy they said they have after receiving the product back and I never got the product in my hands and they still took the money . My recommendation buy from somebody else don't take any more chances from World Wide money is too hard to get to risk like this .,3.0,579,0.08050595238095237,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,4,Very good hardware but I preferred the note 3 cause my needs and requirements. The phone is not as efficient as the last S4 or note because the processor. Even thought is quite fun to have it.,,192,0.4033333333333333,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,This cellphone is amazing. The features are awesome. The waterproof resistance works just fine. Care is needed regarding the cleaning after using underwater.,0.0,157,0.6722222222222222,Positive
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,3,"I only like this phone because it's dust proof, I can not say the same about water. Camera worse than S4 and screen too. Also sometimes but seldom there malfunctions happens",2.0,173,-0.13333333333333333,Neutral
Samsung Galaxy S4 Active I9295 GSM Factory Unlocked Phone International Version Urban Grey,samsung,599.0,5,I love this phone! It is even better than I expected. I love how fast it is. I am using it through Straighttalk.,16.0,112,0.345,Positive
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,1,"Ítem described as new, however i didnt recieved a totally BRAND NEW ítem, i know this be cause i purchased before samsung ítem from different seller, this didnt come with primer plastic protección on screen, sides or back as the new One does, it even has as mall dent on the right side, really dissapointed, beware",5.0,314,0.11185064935064934,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,1,I'm in the US. This phone is not a US compatible phone for LTE. You will only get H or H+ on AT&T and T-Mobile networks.,7.0,120,0.0,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,2,has glitches and have to change the flex for the charging port.. and battery drains fast...smh,0.0,94,0.0,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,1,"Very disappointing, the phone was in worse condition than described.",0.0,68,-0.5900000000000001,Negative
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,5,EXCELENTE,0.0,9,0.0,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,5,In Love w this phone,0.0,20,0.5,Positive
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,4,like the product have used it without any hitch,0.0,47,0.0,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,3,It does over heat at times,0.0,26,0.0,Neutral
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,1,Broken cellphones,0.0,17,-0.4,Negative
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,5,Because my new phone is awesome and I really Like the features and the service for my phone is awesome to,0.0,105,0.584090909090909,Positive
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,1,"I BUY THIS CEL PHONE TO MY SON... HES HAVED IPHONE ... SINCE EXISTE.... AND WANT TRY ANOTHER MODEL/FACTORY.... IN 1 WEEK GO TO REPAIR FIRST TIME... AND NOW... THE CEL IS IN REPAIR SINCE DECEMBER/13.... FIST TIME WE PAY ARROUND U$ 100,00... IN BRAZIL.... REALY.... I LOVE MY IPHONE, IPAD, MACBOOK...... IN APPLE I HAVE WARRANTY AND QUALITY.....",1.0,343,0.375,Positive
Samsung Galaxy S4 Active I9295 Unlocked International Version No Warranty,samsung,598.99,5,I love the phone. Easy to use plus there is a translation from English to different dialect languages around the world.,0.0,119,0.23333333333333334,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,5,excellent,0.0,9,1.0,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,5,Excelent!! Thanks!!,0.0,19,0.3125,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,4,I bought this for a friend she was very pleased with the purchase,0.0,65,0.65,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,1,Defective ! Cheap copy ! Does not even connect to any wifi ! Buttons dont work missing colors in pics become destorted !,0.0,120,0.1875,Neutral
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,2,"reasons promoted new and unlocked and I receive used and locked, 48 hrs and I cat fixed yet, I returned.With that was not problem, the seller say send that by mistake because he has also used.anyway the only problem was I cant take that phone with me looks very nice but I was traveling out the country that's is why I returned",0.0,327,0.2540909090909091,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,1,"Hi. I'm having some problems with one of the phonesAs you can see in the pictures it's since i received it this came a little bit scratched on the back, and now is shutting down by itselfWhat is happening since two weeks ago, in the beginning in though it was not a big deal and I decided to live like that but now it's turning off more frequently and the back is getting worse , please let me know if you can help me with that.Best Regards,Cynthia Lopez",0.0,454,-0.0007435465768799165,Neutral
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,2,I bought 2 phones for my girls. One of the phones batteries wasn't any good and I tried to get a replacement from the seller but they never answered me. 2 months later..the same phone died for no reason. So..i'm stuck with a over $200 phone that doesn't work and a seller that won't even answer me. -(,0.0,301,0.35,Positive
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,1,Defective. I had return it,0.0,26,0.0,Neutral
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,1,This phone is defective every time I tried to the turn on the phone it keeps shutting off. Just a big Rip off I need a refund!,0.0,126,0.0,Neutral
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,4,"I am not a technical person nor do I use all features phones offer so for me this is a good enough upgrade from the S3. Has plenty of features for the average person and I am sure One I don' t know of. Easy to use as similar to my tablet, fits in my small hand comfortably. Would recommend",0.0,289,0.18148148148148147,Neutral
Samsung Galaxy S4 Frost White 16GB I9500 i337 4G LTE GSM Factory Unlocked Android Smartphone,PowerMoxie,2000.0,1,Ordered this phone and it does not work at all. It was a very big inconvenience since i purchased this phone to abroad.,0.0,119,0.0,Neutral
Samsung Galaxy S4 GT-I9500 32GB Factory Unlocked Android Smartphone - International Version - No Warranty (Black Mist),SAMSUNG,349.14,5,"Serious and responsible company very good product, I recommend",0.0,62,0.2588888888888889,Positive
Samsung Galaxy S4 GT-I9500 32GB Factory Unlocked Android Smartphone - International Version - No Warranty (Black Mist),SAMSUNG,349.14,5,gooooooooood,0.0,12,0.0,Neutral
Samsung Galaxy S4 GT-I9500 32GB Factory Unlocked Android Smartphone - International Version - No Warranty (Black Mist),SAMSUNG,349.14,5,Excelente,0.0,9,0.0,Neutral
Samsung Galaxy S4 GT-I9500 32GB Factory Unlocked Android Smartphone - International Version - No Warranty (Black Mist),SAMSUNG,349.14,5,"I did NOT receive a 32GB model, instead I was sent a 16GB one.If I wanted a 16GB one I could have got it cheaper than what I paid for this so called 32GB phone.",6.0,160,0.0,Neutral
Samsung Galaxy S4 GT-I9500 32GB Factory Unlocked Android Smartphone - International Version - No Warranty (Black Mist),SAMSUNG,349.14,2,"Same phone function capabilities, too much money placed on it. Waste of resources. Doesn't worth the cost place on it.",2.0,118,0.075,Neutral
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,5,Recomendable! Excelente,0.0,23,0.0,Neutral
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,4,"i have had this phone for two years, the camera stopped working a while back and cant get it to work again but i guess thats what happens when you use your phone a lot. other than that its a great product wi-fi and mobile data seem to run faster that mysome of my friends iphones.",0.0,280,0.225,Positive
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,5,Excellent,0.0,9,1.0,Positive
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,5,works great,0.0,11,0.8,Positive
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,4,works great,0.0,11,0.8,Positive
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,4,good,0.0,4,0.7,Positive
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,2,the wifi and bluetooth does not work,0.0,36,0.0,Neutral
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,3,"I have had the phone for about 7 months-- since March 2016.After about two months, the phone started giving the error message ""SIM card removed"". It happens about 4 times per day. I have to open the phone, take the SIM card out, and push it back in.From now on, I will purchase a phone that has at least a 1 year warranty...maybe Best Buy or Walmart.",0.0,350,0.175,Neutral
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,1,"Eventhough it says factory unlocked , it was NOT. When I got back to my country, I couldn't use the phone. Think twice before ordering ""factory unlocked"" cell phone",0.0,164,0.0,Neutral
"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",Samsung,249.99,5,all very well,0.0,13,0.2,Neutral
Samsung Galaxy S4 GT-I9515L - Unlocked (White),Samsung,250.0,3,No,0.0,2,0.0,Neutral
Samsung Galaxy S4 GT-I9515L - Unlocked (White),Samsung,250.0,5,Its all ok,0.0,10,0.5,Positive
